question_id,desc_id,given_info,question,answer,meta,reasoning
34,firing_employee-diamondcut-det-counterfactual-model153-spec1-q1,We know that CEO's decision to fire the employee causes manager signing the termination letter and director signing the termination letter. manager signing the termination letter and director signing the termination letter causes employee being fired. We observed the CEO decides to retain the employee.,Would the employee is not fired if manager not signing the termination letter instead of manager signing the termination letter?,yes,"{'story_id': 'firing_employee', 'graph_id': 'diamondcut', 'given_info': {'V1': 0}, 'formal_form': 'Y_{X=0} = 0 | V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 153}","{'step0': 'Let V1 = CEO; V3 = director; X = manager; Y = employee.', 'step1': 'V1->V3,V1->X,X->Y,V3->Y', 'step2': 'Y_{X=0} = 0 | V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V1 = 0\nX = V1\nV3 = X\nY = X and V3', 'step5': 'Y = 0 = 0 and 0', 'end': '1'}"
35,firing_employee-diamondcut-det-counterfactual-model153-spec1-q2,We know that CEO's decision to fire the employee causes manager signing the termination letter and director signing the termination letter. manager signing the termination letter and director signing the termination letter causes employee being fired. We observed the CEO decides to retain the employee.,Would the employee is fired if manager signing the termination letter instead of manager not signing the termination letter?,no,"{'story_id': 'firing_employee', 'graph_id': 'diamondcut', 'given_info': {'V1': 0}, 'formal_form': 'Y_{X=1} = 1 | V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 153}","{'step0': 'Let V1 = CEO; V3 = director; X = manager; Y = employee.', 'step1': 'V1->V3,V1->X,X->Y,V3->Y', 'step2': 'Y_{X=1} = 1 | V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V1 = 0\nX = V1\nV3 = X\nY = X and V3', 'step5': 'Y = 0 = 1 and 0', 'end': '0'}"
36,firing_employee-diamondcut-det-counterfactual-model153-spec1-q3,We know that CEO's decision to fire the employee causes manager signing the termination letter and director signing the termination letter. manager signing the termination letter and director signing the termination letter causes employee being fired. We observed the CEO decides to retain the employee.,Would the employee is not fired if manager signing the termination letter instead of manager not signing the termination letter?,yes,"{'story_id': 'firing_employee', 'graph_id': 'diamondcut', 'given_info': {'V1': 0}, 'formal_form': 'Y_{X=1} = 0 | V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 153}","{'step0': 'Let V1 = CEO; V3 = director; X = manager; Y = employee.', 'step1': 'V1->V3,V1->X,X->Y,V3->Y', 'step2': 'Y_{X=1} = 0 | V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V1 = 0\nX = V1\nV3 = X\nY = X and V3', 'step5': 'Y = 0 = 1 and 0', 'end': '1'}"
37,firing_employee-diamondcut-det-counterfactual-model153-spec1-q4,We know that CEO's decision to fire the employee causes manager signing the termination letter and director signing the termination letter. manager signing the termination letter and director signing the termination letter causes employee being fired. We observed the CEO decides to fire the employee.,Would the employee is fired if manager not signing the termination letter instead of manager signing the termination letter?,no,"{'story_id': 'firing_employee', 'graph_id': 'diamondcut', 'given_info': {'V1': 1}, 'formal_form': 'Y_{X=0} = 1 | V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 153}","{'step0': 'Let V1 = CEO; V3 = director; X = manager; Y = employee.', 'step1': 'V1->V3,V1->X,X->Y,V3->Y', 'step2': 'Y_{X=0} = 1 | V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V1 = 1\nX = V1\nV3 = X\nY = X and V3', 'step5': 'Y = 0 = 0 and 1', 'end': '0'}"
38,firing_employee-diamondcut-det-counterfactual-model153-spec1-q5,We know that CEO's decision to fire the employee causes manager signing the termination letter and director signing the termination letter. manager signing the termination letter and director signing the termination letter causes employee being fired. We observed the CEO decides to fire the employee.,Would the employee is not fired if manager not signing the termination letter instead of manager signing the termination letter?,yes,"{'story_id': 'firing_employee', 'graph_id': 'diamondcut', 'given_info': {'V1': 1}, 'formal_form': 'Y_{X=0} = 0 | V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 153}","{'step0': 'Let V1 = CEO; V3 = director; X = manager; Y = employee.', 'step1': 'V1->V3,V1->X,X->Y,V3->Y', 'step2': 'Y_{X=0} = 0 | V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V1 = 1\nX = V1\nV3 = X\nY = X and V3', 'step5': 'Y = 0 = 0 and 1', 'end': '1'}"
39,firing_employee-diamondcut-det-counterfactual-model153-spec1-q6,We know that CEO's decision to fire the employee causes manager signing the termination letter and director signing the termination letter. manager signing the termination letter and director signing the termination letter causes employee being fired. We observed the CEO decides to fire the employee.,Would the employee is fired if manager signing the termination letter instead of manager not signing the termination letter?,yes,"{'story_id': 'firing_employee', 'graph_id': 'diamondcut', 'given_info': {'V1': 1}, 'formal_form': 'Y_{X=1} = 1 | V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 153}","{'step0': 'Let V1 = CEO; V3 = director; X = manager; Y = employee.', 'step1': 'V1->V3,V1->X,X->Y,V3->Y', 'step2': 'Y_{X=1} = 1 | V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V1 = 1\nX = V1\nV3 = X\nY = X and V3', 'step5': 'Y = 1 = 1 and 1', 'end': '1'}"
40,firing_employee-diamondcut-det-counterfactual-model153-spec1-q7,We know that CEO's decision to fire the employee causes manager signing the termination letter and director signing the termination letter. manager signing the termination letter and director signing the termination letter causes employee being fired. We observed the CEO decides to fire the employee.,Would the employee is not fired if manager signing the termination letter instead of manager not signing the termination letter?,no,"{'story_id': 'firing_employee', 'graph_id': 'diamondcut', 'given_info': {'V1': 1}, 'formal_form': 'Y_{X=1} = 0 | V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 153}","{'step0': 'Let V1 = CEO; V3 = director; X = manager; Y = employee.', 'step1': 'V1->V3,V1->X,X->Y,V3->Y', 'step2': 'Y_{X=1} = 0 | V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V1 = 1\nX = V1\nV3 = X\nY = X and V3', 'step5': 'Y = 1 = 1 and 1', 'end': '0'}"
41,firing_squad-diamond-det-counterfactual-model154-spec0-q0,We know that the captain's order to execute the prisoner causes the corporal shooting and the private shooting. the corporal shooting or the private shooting causes the prisoner's death.,Would the prisoner is dead if the captain's order to release the prisoner instead of the captain's order to execute the prisoner?,no,"{'story_id': 'firing_squad', 'graph_id': 'diamond', 'given_info': {}, 'formal_form': 'Y_{X=0} = 1 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 154}","{'step0': 'Let X = the captain; V3 = the private; V2 = the corporal; Y = prisoner.', 'step1': 'X->V3,X->V2,V2->Y,V3->Y', 'step2': 'Y_{X=0} = 1 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nV3 = V2\nY = V2 or V3', 'step5': 'Y = [0] = 0 or 0', 'end': '0'}"
42,firing_squad-diamond-det-counterfactual-model154-spec0-q1,We know that the captain's order to execute the prisoner causes the corporal shooting and the private shooting. the corporal shooting or the private shooting causes the prisoner's death.,Would the prisoner is alive if the captain's order to release the prisoner instead of the captain's order to execute the prisoner?,yes,"{'story_id': 'firing_squad', 'graph_id': 'diamond', 'given_info': {}, 'formal_form': 'Y_{X=0} = 0 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 154}","{'step0': 'Let X = the captain; V3 = the private; V2 = the corporal; Y = prisoner.', 'step1': 'X->V3,X->V2,V2->Y,V3->Y', 'step2': 'Y_{X=0} = 0 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nV3 = V2\nY = V2 or V3', 'step5': 'Y = [0] = 0 or 0', 'end': '1'}"
43,firing_squad-diamond-det-counterfactual-model154-spec0-q2,We know that the captain's order to execute the prisoner causes the corporal shooting and the private shooting. the corporal shooting or the private shooting causes the prisoner's death.,Would the prisoner is dead if the captain's order to execute the prisoner instead of the captain's order to release the prisoner?,yes,"{'story_id': 'firing_squad', 'graph_id': 'diamond', 'given_info': {}, 'formal_form': 'Y_{X=1} = 1 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 154}","{'step0': 'Let X = the captain; V3 = the private; V2 = the corporal; Y = prisoner.', 'step1': 'X->V3,X->V2,V2->Y,V3->Y', 'step2': 'Y_{X=1} = 1 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nV3 = V2\nY = V2 or V3', 'step5': 'Y = [1] = 1 or 1', 'end': '1'}"
44,firing_squad-diamond-det-counterfactual-model154-spec0-q3,We know that the captain's order to execute the prisoner causes the corporal shooting and the private shooting. the corporal shooting or the private shooting causes the prisoner's death.,Would the prisoner is alive if the captain's order to execute the prisoner instead of the captain's order to release the prisoner?,no,"{'story_id': 'firing_squad', 'graph_id': 'diamond', 'given_info': {}, 'formal_form': 'Y_{X=1} = 0 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 154}","{'step0': 'Let X = the captain; V3 = the private; V2 = the corporal; Y = prisoner.', 'step1': 'X->V3,X->V2,V2->Y,V3->Y', 'step2': 'Y_{X=1} = 0 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nV3 = V2\nY = V2 or V3', 'step5': 'Y = [1] = 1 or 1', 'end': '0'}"
45,firing_squad-diamond-det-counterfactual-model155-spec1-q0,We know that the captain's order to execute the prisoner causes the corporal shooting and the private shooting. the corporal shooting and the private shooting causes the prisoner's death.,Would the prisoner is dead if the captain's order to release the prisoner instead of the captain's order to execute the prisoner?,no,"{'story_id': 'firing_squad', 'graph_id': 'diamond', 'given_info': {}, 'formal_form': 'Y_{X=0} = 1 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 155}","{'step0': 'Let X = the captain; V3 = the private; V2 = the corporal; Y = prisoner.', 'step1': 'X->V3,X->V2,V2->Y,V3->Y', 'step2': 'Y_{X=0} = 1 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nV3 = V2\nY = V2 and V3', 'step5': 'Y = [0] = 0 and 0', 'end': '0'}"
46,firing_squad-diamond-det-counterfactual-model155-spec1-q1,We know that the captain's order to execute the prisoner causes the corporal shooting and the private shooting. the corporal shooting and the private shooting causes the prisoner's death.,Would the prisoner is alive if the captain's order to release the prisoner instead of the captain's order to execute the prisoner?,yes,"{'story_id': 'firing_squad', 'graph_id': 'diamond', 'given_info': {}, 'formal_form': 'Y_{X=0} = 0 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 155}","{'step0': 'Let X = the captain; V3 = the private; V2 = the corporal; Y = prisoner.', 'step1': 'X->V3,X->V2,V2->Y,V3->Y', 'step2': 'Y_{X=0} = 0 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nV3 = V2\nY = V2 and V3', 'step5': 'Y = [0] = 0 and 0', 'end': '1'}"
47,firing_squad-diamond-det-counterfactual-model155-spec1-q2,We know that the captain's order to execute the prisoner causes the corporal shooting and the private shooting. the corporal shooting and the private shooting causes the prisoner's death.,Would the prisoner is dead if the captain's order to execute the prisoner instead of the captain's order to release the prisoner?,yes,"{'story_id': 'firing_squad', 'graph_id': 'diamond', 'given_info': {}, 'formal_form': 'Y_{X=1} = 1 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 155}","{'step0': 'Let X = the captain; V3 = the private; V2 = the corporal; Y = prisoner.', 'step1': 'X->V3,X->V2,V2->Y,V3->Y', 'step2': 'Y_{X=1} = 1 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nV3 = V2\nY = V2 and V3', 'step5': 'Y = [1] = 1 and 1', 'end': '1'}"
48,firing_squad-diamond-det-counterfactual-model155-spec1-q3,We know that the captain's order to execute the prisoner causes the corporal shooting and the private shooting. the corporal shooting and the private shooting causes the prisoner's death.,Would the prisoner is alive if the captain's order to execute the prisoner instead of the captain's order to release the prisoner?,no,"{'story_id': 'firing_squad', 'graph_id': 'diamond', 'given_info': {}, 'formal_form': 'Y_{X=1} = 0 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 155}","{'step0': 'Let X = the captain; V3 = the private; V2 = the corporal; Y = prisoner.', 'step1': 'X->V3,X->V2,V2->Y,V3->Y', 'step2': 'Y_{X=1} = 0 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nV3 = V2\nY = V2 and V3', 'step5': 'Y = [1] = 1 and 1', 'end': '0'}"
49,floor_wet-diamond-det-counterfactual-model156-spec0-q0,We know that rainy season causes rain and sprinkler off. rain and sprinkler on causes wet ground.,Would the ground is wet if dry season instead of rainy season?,no,"{'story_id': 'floor_wet', 'graph_id': 'diamond', 'given_info': {}, 'formal_form': 'Y_{X=0} = 1 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 156}","{'step0': 'Let X = season; V3 = sprinkler; V2 = weather; Y = ground.', 'step1': 'X->V3,X->V2,V2->Y,V3->Y', 'step2': 'Y_{X=0} = 1 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nV3 = not V2\nY = V2 and V3', 'step5': 'Y = [0] = 0 and 1', 'end': '0'}"
50,floor_wet-diamond-det-counterfactual-model156-spec0-q1,We know that rainy season causes rain and sprinkler off. rain and sprinkler on causes wet ground.,Would the ground is dry if dry season instead of rainy season?,yes,"{'story_id': 'floor_wet', 'graph_id': 'diamond', 'given_info': {}, 'formal_form': 'Y_{X=0} = 0 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 156}","{'step0': 'Let X = season; V3 = sprinkler; V2 = weather; Y = ground.', 'step1': 'X->V3,X->V2,V2->Y,V3->Y', 'step2': 'Y_{X=0} = 0 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nV3 = not V2\nY = V2 and V3', 'step5': 'Y = [0] = 0 and 1', 'end': '1'}"
51,floor_wet-diamond-det-counterfactual-model156-spec0-q2,We know that rainy season causes rain and sprinkler off. rain and sprinkler on causes wet ground.,Would the ground is wet if rainy season instead of dry season?,no,"{'story_id': 'floor_wet', 'graph_id': 'diamond', 'given_info': {}, 'formal_form': 'Y_{X=1} = 1 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 156}","{'step0': 'Let X = season; V3 = sprinkler; V2 = weather; Y = ground.', 'step1': 'X->V3,X->V2,V2->Y,V3->Y', 'step2': 'Y_{X=1} = 1 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nV3 = not V2\nY = V2 and V3', 'step5': 'Y = [0] = 1 and 0', 'end': '0'}"
52,floor_wet-diamond-det-counterfactual-model156-spec0-q3,We know that rainy season causes rain and sprinkler off. rain and sprinkler on causes wet ground.,Would the ground is dry if rainy season instead of dry season?,yes,"{'story_id': 'floor_wet', 'graph_id': 'diamond', 'given_info': {}, 'formal_form': 'Y_{X=1} = 0 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 156}","{'step0': 'Let X = season; V3 = sprinkler; V2 = weather; Y = ground.', 'step1': 'X->V3,X->V2,V2->Y,V3->Y', 'step2': 'Y_{X=1} = 0 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = X\nV3 = not V2\nY = V2 and V3', 'step5': 'Y = [0] = 1 and 0', 'end': '1'}"
